id,subject,predicate,object,schema,confidence,source_file
rel_1c09a6f4,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_3258e8a7,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_17880180,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_53dcbd7a,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_2e997bad,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_0bc020cf,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_71d2f86a,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_08929ff3,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_a06af247,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_371229cd,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_a10da9d6,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_c6af91d0,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_de05f3ee,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_7b1afc50,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_356cff0e,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_27def569,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_e4763baa,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_fa2dc7b6,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_2dacd3ca,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_c03dbd67,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_aee37601,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_e2b5720f,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_69b9b483,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_61c98350,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_06a9fdd2,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_cb5946bd,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_a1d117d6,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_99623158,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_f412204d,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_db0e11b8,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_a633fb60,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_0d560347,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_4cb27084,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_7290f636,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_8e16e75b,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_9f1df6bb,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_eac2192c,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_8c3a456a,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_2fcfc72b,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_b63f51cd,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_d14da2f9,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_dbea884e,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_eca6c51f,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_f2a6712a,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_9e01c711,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_62a6dfec,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_c59df614,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_6ed47676,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_45d1bd5d,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_7684c840,,used_in,,general,0.6,20250816_111802_general_kg.json
rel_f36dc037,,is_instance_of,,general,0.9,kg_general_kg.json
rel_2178c079,,is_instance_of,,general,0.85,kg_general_kg.json
rel_94b0fbc1,,is_instance_of,,general,0.8,kg_general_kg.json
